"key";"ru";"es-MX"
"onboarding.steps.reviews.table.anonymous";"Аноним";"Anónimo"
"onboarding.steps.reviews.table.date";"Дата";"Fecha"
"onboarding.steps.reviews.table.editResponse";"Изменить ответ";"Editar respuesta"
"onboarding.steps.reviews.table.noAd";"Без объявления";"Sin anuncio"
"onboarding.steps.reviews.table.noReviews";"Нет отзывов";"Sin reseñas"
"onboarding.steps.reviews.table.open";"Открыть";"Abrir"
"onboarding.steps.reviews.table.rating";"Рейтинг";"Calificación"
"onboarding.steps.reviews.table.respond";"Ответить";"Responder"
"onboarding.steps.reviews.table.review";"Отзыв";"Reseña"
"onboarding.steps.reviews.table.service";"Услуга";"Servicio"
"onboarding.steps.reviews.table.specialist";"Исполнитель";"Especialista"
"onboarding.steps.reviews.table.user";"Пользователь";"Usuario"
"onboarding.steps.reviews.table.yourResponse";"Ваш ответ";"Tu respuesta"
"onboarding.steps.reviews.title";"Отзывы";"Reseñas"
"onboarding.steps.schedule.description";"Управляйте расписанием работы вашего бизнеса и доступными слотами для бронирования. Клиенты смогут видеть свободное время и бронировать услуги онлайн.";"Administra el horario de tu negocio y los cupos disponibles para reservar. Los clientes podrán ver horarios disponibles y reservar servicios en línea."
"onboarding.steps.schedule.features.1";"Настройка рабочего расписания по дням недели";"Define horario por día de la semana"
"onboarding.steps.schedule.features.2";"Создание слотов для бронирования";"Crea cupos de reserva"
"onboarding.steps.schedule.features.3";"Управление доступностью специалистов";"Administra disponibilidad de especialistas"
"onboarding.steps.schedule.features.4";"Автоматическое обновление календаря";"Actualización automática del calendario"
"onboarding.steps.schedule.title";"Расписание";"Horario"
"onboarding.steps.settings.advertisementsLink";"Объявления";"Anuncios"
"onboarding.steps.settings.description";"Управление профилем, командой, расписанием и другими настройками бизнеса";"Administra perfil, equipo, horario y demás ajustes del negocio"
"onboarding.steps.settings.features.1";"Редактирование профиля и контактной информации";"Edita perfil y datos de contacto"
"onboarding.steps.settings.features.2";"Управление командой и специалистами";"Administra equipo y especialistas"
"onboarding.steps.settings.features.3";"Настройка услуг и портфолио";"Configura servicios y portafolio"
"onboarding.steps.settings.features.4";"Загрузка логотипа и фотографий";"Sube logo y fotos"
"onboarding.steps.settings.marketplace.description";"Настройки отображения вашего бизнеса на главной странице маркетплейса";"Ajustes para mostrar tu negocio en la página principal del marketplace"
"onboarding.steps.settings.marketplace.title";"Отображение на главной";"Visualización en la página principal"
"onboarding.steps.settings.notifications.bookingCancellation";"Отмена бронирования";"Cancelación de reserva"
"onboarding.steps.settings.notifications.bookingReminder";"Напоминание о бронировании";"Recordatorio de reserva"
"onboarding.steps.settings.notifications.email";"Email-уведомления";"Notificaciones por correo"
"onboarding.steps.settings.notifications.error";"Не удалось сохранить настройки";"No se pudo guardar la configuración"
"onboarding.steps.settings.notifications.newBooking";"Новое бронирование";"Nueva reserva"
"onboarding.steps.settings.notifications.newReview";"Новый отзыв";"Nueva reseña"
"onboarding.steps.settings.notifications.push";"Push-уведомления";"Notificaciones push"
"onboarding.steps.settings.notifications.save";"Сохранить";"Guardar"
"onboarding.steps.settings.notifications.sms";"SMS-уведомления";"Notificaciones por SMS"
"onboarding.steps.settings.notifications.success";"Настройки уведомлений сохранены";"Configuración de notificaciones guardada"
"onboarding.steps.settings.notifications.title";"Уведомления";"Notificaciones"
"onboarding.steps.settings.payments.comingSoon";"Скоро";"Próximamente"
"onboarding.steps.settings.payments.description";"Настройки платежей будут доступны в ближайшее время";"La configuración de pagos estará disponible pronto"
"onboarding.steps.settings.payments.title";"Платежи";"Pagos"
"onboarding.steps.settings.profile.address";"Адрес";"Dirección"
"onboarding.steps.settings.profile.avatarError";"Не удалось загрузить аватар";"No se pudo subir el avatar"
"onboarding.steps.settings.profile.avatarSuccess";"Аватар успешно загружен";"Avatar subido correctamente"
"onboarding.steps.settings.profile.cancel";"Отмена";"Cancelar"
"onboarding.steps.settings.profile.city";"Город";"Ciudad"
"onboarding.steps.settings.profile.companyName";"Название бизнеса";"Nombre del negocio"
"onboarding.steps.settings.profile.describeYourBusiness";"Опишите ваш бизнес";"Describe tu negocio"
"onboarding.steps.settings.profile.description";"Описание";"Descripción"
"onboarding.steps.settings.profile.email";"Email";"Correo electrónico"
"onboarding.steps.settings.profile.emailPlaceholder";"Введите email";"Ingresa el correo"
"onboarding.steps.settings.profile.enterAddress";"Введите адрес";"Ingresa la dirección"
"onboarding.steps.settings.profile.enterName";"Введите название";"Ingresa el nombre"
"onboarding.steps.settings.profile.error";"Не удалось обновить профиль";"No se pudo actualizar el perfil"
"onboarding.steps.settings.profile.logo";"Логотип";"Logo"
"onboarding.steps.settings.profile.openProfile";"Открыть профиль";"Abrir perfil"
"onboarding.steps.settings.profile.phone";"Телефон";"Teléfono"
"onboarding.steps.settings.profile.phonePlaceholder";"Введите телефон";"Ingresa el teléfono"
"onboarding.steps.settings.profile.publicProfile";"Публичный профиль";"Perfil público"
"onboarding.steps.settings.profile.recommendedSize";"Рекомендуемый размер: 400x400px";"Tamaño recomendado: 400×400 px"
"onboarding.steps.settings.profile.save";"Сохранить";"Guardar"
"onboarding.steps.settings.profile.saving";"Сохранение...";"Guardando..."
"onboarding.steps.settings.profile.state";"Штат";"Estado"
"onboarding.steps.settings.profile.success";"Профиль успешно обновлен";"Perfil actualizado correctamente"
"onboarding.steps.settings.profile.telegram";"Telegram";"Telegram"
"onboarding.steps.settings.profile.telegramPlaceholder";"@username или username";"@usuario o nombre de usuario"
"onboarding.steps.settings.profile.title";"Профиль";"Perfil"
"onboarding.steps.settings.profile.uploadPhoto";"Загрузить фото";"Subir foto"
"onboarding.steps.settings.profile.viewOnPlatform";"Просмотр вашего бизнеса на платформе";"Ve tu negocio en la plataforma"
"onboarding.steps.settings.profile.website";"Веб-сайт";"Sitio web"
"onboarding.steps.settings.profile.websitePlaceholder";"Введите веб-сайт";"Ingresa el sitio web"
"onboarding.steps.settings.profile.whatsapp";"WhatsApp";"WhatsApp"
"onboarding.steps.settings.profile.whatsappPlaceholder";"+1234567890";"+1234567890"
"onboarding.steps.settings.profile.zipCode";"Индекс";"Código postal"
"onboarding.steps.settings.roles.add";"Создать роль";"Crear rol"
"onboarding.steps.settings.roles.createSuccess";"Роль создана";"Rol creado"
"onboarding.steps.settings.roles.deleteSuccess";"Роль удалена";"Rol eliminado"
"onboarding.steps.settings.roles.description";"Стандартные и кастомные роли с разрешениями";"Roles estándar y personalizados con permisos"
"onboarding.steps.settings.roles.name";"Название";"Nombre"
"onboarding.steps.settings.roles.noRoles";"Нет кастомных ролей";"Sin roles personalizados"
"onboarding.steps.settings.roles.permissions";"Разрешения";"Permisos"
"onboarding.steps.settings.roles.slug";"Код";"Slug"
"onboarding.steps.settings.roles.systemRole";"Системная";"Sistema"
"onboarding.steps.settings.roles.title";"Роли";"Roles"
"onboarding.steps.settings.roles.updateSuccess";"Роль обновлена";"Rol actualizado"
"onboarding.steps.settings.schedule.dayOff";"Выходной";"Día libre"
"onboarding.steps.settings.schedule.error";"Не удалось сохранить расписание";"No se pudo guardar el horario"
"onboarding.steps.settings.schedule.friday";"Пятница";"Viernes"
"onboarding.steps.settings.schedule.from";"С";"Desde"
"onboarding.steps.settings.schedule.monday";"Понедельник";"Lunes"
"onboarding.steps.settings.schedule.saturday";"Суббота";"Sábado"
"onboarding.steps.settings.schedule.save";"Сохранить";"Guardar"
"onboarding.steps.settings.schedule.success";"Расписание успешно сохранено";"Horario guardado correctamente"
"onboarding.steps.settings.schedule.sunday";"Воскресенье";"Domingo"
"onboarding.steps.settings.schedule.thursday";"Четверг";"Jueves"
"onboarding.steps.settings.schedule.title";"Рабочее расписание";"Horario de trabajo"
"onboarding.steps.settings.schedule.to";"До";"Hasta"
"onboarding.steps.settings.schedule.tuesday";"Вторник";"Martes"
"onboarding.steps.settings.schedule.wednesday";"Среда";"Miércoles"
"onboarding.steps.settings.services.add";"Добавить услугу";"Agregar servicio"
"onboarding.steps.settings.services.category";"Категория";"Categoría"
"onboarding.steps.settings.services.delete";"Удалить";"Eliminar"
"onboarding.steps.settings.services.deleteConfirm";"Удалить услугу?";"¿Eliminar servicio?"
"onboarding.steps.settings.services.deleteConfirmMessage";"Вы уверены, что хотите удалить услугу ""{name}""?";"¿Seguro que deseas eliminar el servicio ""{name}""?"
"onboarding.steps.settings.services.deleteSuccess";"Услуга успешно удалена";"Servicio eliminado correctamente"
"onboarding.steps.settings.services.duration";"Длительность (мин)";"Duración (min)"
"onboarding.steps.settings.services.edit";"Редактировать";"Editar"
"onboarding.steps.settings.services.error";"Не удалось сохранить услугу";"No se pudo guardar el servicio"
"onboarding.steps.settings.services.name";"Название";"Nombre"
"onboarding.steps.settings.services.noServices";"Нет услуг";"Sin servicios"
"onboarding.steps.settings.services.noServicesDescription";"Добавьте первую услугу";"Agrega tu primer servicio"
"onboarding.steps.settings.services.price";"Цена";"Precio"
"onboarding.steps.settings.services.success";"Услуга успешно сохранена";"Servicio guardado correctamente"
"onboarding.steps.settings.services.title";"Услуги";"Servicios"
"onboarding.steps.settings.servicesHint";"Шаблоны услуг можно создавать здесь, а использовать при создании объявлений в разделе";"Aquí puedes crear plantillas de servicio y usarlas al crear anuncios en la sección"
"onboarding.steps.settings.tabs.marketplace";"Главная";"Principal"
"onboarding.steps.settings.tabs.notifications";"Уведомления";"Notificaciones"
"onboarding.steps.settings.tabs.payments";"Платежи";"Pagos"
"onboarding.steps.settings.tabs.profile";"Профиль";"Perfil"
"onboarding.steps.settings.tabs.roles";"Роли";"Roles"
"onboarding.steps.settings.tabs.schedule";"Расписание";"Horario"
"onboarding.steps.settings.tabs.services";"Услуги";"Servicios"
"onboarding.steps.settings.tabs.team";"Команда";"Equipo"
"onboarding.steps.settings.tabs.users";"Пользователи";"Usuarios"
"onboarding.steps.settings.team.add";"Добавить специалиста";"Agregar especialista"
"onboarding.steps.settings.team.delete";"Удалить";"Eliminar"
"onboarding.steps.settings.team.deleteSuccess";"Специалист успешно удален";"Especialista eliminado correctamente"
"onboarding.steps.settings.team.edit";"Редактировать";"Editar"
"onboarding.steps.settings.team.email";"Email";"Correo electrónico"
"onboarding.steps.settings.team.error";"Не удалось сохранить специалиста";"No se pudo guardar el especialista"
"onboarding.steps.settings.team.name";"Имя";"Nombre"
"onboarding.steps.settings.team.noTeam";"Нет специалистов";"Sin especialistas"
"onboarding.steps.settings.team.noTeamDescription";"Добавьте первого специалиста";"Agrega tu primer especialista"
"onboarding.steps.settings.team.phone";"Телефон";"Teléfono"
"onboarding.steps.settings.team.position";"Должность";"Puesto"
"onboarding.steps.settings.team.success";"Специалист успешно сохранен";"Especialista guardado correctamente"
"onboarding.steps.settings.team.title";"Команда";"Equipo"
"onboarding.steps.settings.title";"Настройки бизнеса";"Configuración del negocio"
"onboarding.steps.settings.users.description";"Менеджеры и администраторы с доступом к панели";"Gestores y administradores con acceso al panel"
"onboarding.steps.settings.users.email";"Email";"Correo electrónico"
"onboarding.steps.settings.users.invite";"Пригласить";"Invitar"
"onboarding.steps.settings.users.inviteSuccess";"Пользователь приглашён";"Usuario invitado"
"onboarding.steps.settings.users.noUsers";"Нет приглашённых пользователей";"No hay usuarios invitados"
"onboarding.steps.settings.users.owner";"Владелец";"Propietario"
"onboarding.steps.settings.users.removeSuccess";"Пользователь удалён";"Usuario eliminado"
"onboarding.steps.settings.users.role";"Роль";"Rol"
"onboarding.steps.settings.users.tempPassword";"Временный пароль";"Contraseña temporal"
"onboarding.steps.settings.users.title";"Пользователи";"Usuarios"
"onboarding.steps.welcome.description";"REXTEN - это современная платформа для управления вашим бизнесом и продвижения услуг на маркетплейсе. Мы поможем вам эффективно управлять клиентами, бронированиями и рекламой.";"REXTEN es una plataforma moderna para administrar tu negocio y promocionar servicios en el marketplace. Te ayudamos a gestionar clientes, reservas y publicidad de forma eficiente."
"onboarding.steps.welcome.features.1";"Управление всеми аспектами бизнеса в одном месте";"Administra todos los aspectos de tu negocio en un solo lugar"
"onboarding.steps.welcome.features.2";"Автоматизация процессов бронирования и заказов";"Automatiza procesos de reservas y pedidos"
"onboarding.steps.welcome.features.3";"Аналитика и статистика для принятия решений";"Analíticas y estadísticas para tomar decisiones"
"onboarding.steps.welcome.features.4";"Интеграция с маркетплейсом для привлечения клиентов";"Integración con el marketplace para atraer clientes"
"onboarding.steps.welcome.title";"Добро пожаловать!";"¡Bienvenido!"
"onboarding.subtitle";"Давайте познакомим вас с платформой";"Te presentamos la plataforma"
"onboarding.title";"Добро пожаловать в REXTEN!";"¡Bienvenido a REXTEN!"
"public.booking.title";"Бронирование";"Reserva"
"public.company.advertisement";"объявление";"anuncio"
"public.company.advertisements";"объявлений";"anuncios"
"public.company.advertisementsFew";"объявления";"anuncios"
"public.company.allAdvertisements";"Все объявления ({count})";"Todos los anuncios ({count})"
"public.company.backToServices";"Вернуться к услугам";"Volver a servicios"
"public.company.bestReview";"Лучший отзыв";"Mejor reseña"
"public.company.callButton";"Позвонить";"Llamar"
"public.company.companyResponse";"Ответ компании:";"Respuesta del negocio:"
"public.company.locationLabel";"Локация";"Ubicación"
"public.company.noAdvertisements";"Нет объявлений";"Sin anuncios"
"public.company.noAdvertisementsDescription";"У этой компании пока нет активных объявлений";"Esta empresa aún no tiene anuncios activos"
"public.company.notFound";"Компания не найдена";"Empresa no encontrada"
"public.company.notFoundDescription";"Компания с таким названием не существует или была удалена";"No existe una empresa con este nombre o fue eliminada"
"public.company.professionalServices";"Профессиональные услуги для вас";"Servicios profesionales para ti"
"public.company.qualityServicesIn";"Качественные услуги в {location}";"Servicios de calidad en {location}"
"public.company.ratingLabel";"Рейтинг";"Calificación"
"public.company.review";"отзыв";"reseña"
"public.company.reviews";"отзывов";"reseñas"
"public.company.reviewsCountLabel";"Отзывов";"Reseñas"
"public.company.reviewsFew";"отзыва";"reseñas"
"public.company.reviewsTitle";"Отзывы";"Reseñas"
"public.company.serviceLabel";"Услуга";"Servicio"
"public.company.services";"Услуги ({count})";"Servicios ({count})"
"public.company.servicesCountLabel";"Услуг";"Servicios"
"public.company.showMore";"Показать еще ({remaining} осталось)";"Ver más ({remaining} restantes)"
"public.company.showMoreReviews";"Показать еще ({count} отзывов)";"Ver más ({count} reseñas)"
"public.company.showMoreServices";"Показать еще ({count} услуг)";"Ver más ({count} servicios)"
"public.company.website";"Сайт";"Sitio web"
"public.company.writeButton";"Написать";"Escribir"
"public.marketplace.aboutSpecialist";"О специалисте / студии";"Sobre el especialista / estudio"
"public.marketplace.addToFavorites";"Добавить в избранное";"Agregar a favoritos"
"public.marketplace.advertisements";"объявлений";"anuncios"
"public.marketplace.allCompanyAdvertisements";"Все объявления компании";"Todos los anuncios de la empresa"
"public.marketplace.anonymous";"Аноним";"Anónimo"
"public.marketplace.availableServices";"Доступные услуги";"Servicios disponibles"
"public.marketplace.availableTime";"Доступное время";"Horarios disponibles"
"public.marketplace.backToServices";"Вернуться к услугам";"Volver a servicios"
"public.marketplace.badges.mobile";"Выездной";"A domicilio"
"public.marketplace.basedOnReviews";"На основе {count} {reviewWord}";"Según {count} {reviewWord}"
"public.marketplace.beFirstToReview";"Станьте первым клиентом и оставьте отзыв";"Sé el primer cliente y deja una reseña"
"public.marketplace.book";"Забронировать";"Reservar"
"public.marketplace.bookingConfirmed";"Бронирование подтверждено";"Reserva confirmada"
"public.marketplace.bookingRequestSent";"Мы отправили вашу заявку мастеру. Он свяжется с вами в ближайшее время.";"Enviamos tu solicitud al especialista. Te contactará pronto."
"public.marketplace.close";"Закрыть";"Cerrar"
"public.marketplace.company";"Компания";"Empresa"
"public.marketplace.errors.authRequired";"Требуется авторизация";"Se requiere iniciar sesión"
"public.marketplace.errors.businessNotFound";"Бизнес с таким адресом не существует или был удален";"El negocio con esta dirección no existe o fue eliminado"
"public.marketplace.errors.businessNotFoundTitle";"Бизнес не найден";"Negocio no encontrado"
"public.marketplace.errors.cannotDetermineAdId";"Не удалось определить ID объявления.";"No se pudo determinar el ID del anuncio."
"public.marketplace.errors.cannotDetermineFavoriteId";"Не удалось определить ID для добавления в избранное.";"No se pudo determinar el ID para favoritos."
"public.marketplace.errors.cannotUpdateFavorites";"Не удалось обновить избранное.";"No se pudieron actualizar los favoritos."
"public.marketplace.errors.cannotUpdateFavoritesTryLater";"Не удалось обновить избранное. Попробуйте позже.";"No se pudieron actualizar los favoritos. Intenta más tarde."
"public.marketplace.errors.error";"Ошибка";"Error"
"public.marketplace.errors.serviceNotFound";"Услуга не найдена. Возможно, она была удалена.";"Servicio no encontrado. Puede haberse eliminado."
"public.marketplace.experience";"Опыт";"Experiencia"
"public.marketplace.features";"Особенности";"Características"
"public.marketplace.from";"От";"Desde"
"public.marketplace.great";"Отлично!";"¡Genial!"
"public.marketplace.hide";"Скрыть";"Ocultar"
"public.marketplace.noImage";"Нет изображения";"Sin imagen"
"public.marketplace.noReviews";"Пока нет отзывов";"Aún no hay reseñas"
"public.marketplace.noServicesAvailable";"Услуги пока не добавлены";"Aún no hay servicios disponibles"
"public.marketplace.noServicesFound";"Услуги не найдены";"No se encontraron servicios"
"public.marketplace.noSimilarServices";"Похожих услуг не найдено";"No se encontraron servicios similares"
"public.marketplace.noTeamInfo";"Информация о команде пока не добавлена";"Aún no hay información del equipo"
"public.marketplace.ourSpecialists";"Наши специалисты";"Nuestros especialistas"
"public.marketplace.ourWorks";"Наши работы";"Nuestros trabajos"
"public.marketplace.pleaseLogin";"Пожалуйста, войдите, чтобы добавлять услуги в избранное";"Inicia sesión para agregar servicios a favoritos"
"public.marketplace.portfolio";"Портфолио";"Portafolio"
"public.marketplace.portfolioExamples";"Примеры выполненных работ";"Ejemplos de trabajos realizados"
"public.marketplace.priceOnRequest";"Цена по запросу";"Precio bajo consulta"
"public.marketplace.regularAdvertisement";"Обычное объявление";"Anuncio regular"
"public.marketplace.removeFromFavorites";"Удалить из избранного";"Quitar de favoritos"
"public.marketplace.resetFilters";"Сбросить фильтры";"Restablecer filtros"
"public.marketplace.responseFrom";"Ответ от {name}";"Respuesta de {name}"
"public.marketplace.review";"отзыва";"reseña"
"public.marketplace.reviews";"отзывов";"reseñas"
"public.marketplace.selectAndBook";"Выбрать и забронировать";"Elegir y reservar"
"public.marketplace.selectDateAndTime";"Выберите дату и время";"Elige fecha y hora"
"public.marketplace.selectServiceAndBook";"Выберите услугу и забронируйте время";"Elige servicio y hora"
"public.marketplace.service";"Услуга";"Servicio"
"public.marketplace.share";"Поделиться";"Compartir"
"public.marketplace.showMore";"Показать ещё";"Ver más"
"public.marketplace.similarServices";"Похожие услуги";"Servicios similares"
"public.marketplace.similarServicesDescription";"Услуги в той же категории и регионе";"Servicios en la misma categoría y región"
"public.marketplace.specialist";"Специалист";"Especialista"
"public.marketplace.success.adAddedToFavorites";"Объявление добавлено в избранное";"Anuncio agregado a favoritos"
"public.marketplace.success.adRemovedFromFavorites";"Объявление удалено из избранного";"Anuncio quitado de favoritos"
"public.marketplace.success.serviceAddedToFavorites";"Услуга добавлена в избранное";"Servicio agregado a favoritos"
"public.marketplace.success.serviceRemovedFromFavorites";"Услуга удалена из избранного";"Servicio quitado de favoritos"
"public.marketplace.success.title";"Успех";"Listo"
"public.marketplace.tabs.reviews";"Отзывы";"Reseñas"
"public.marketplace.tabs.schedule";"Расписание";"Horario"
"public.marketplace.tabs.team";"Команда";"Equipo"
"public.marketplace.team";"Команда";"Equipo"
"public.marketplace.toHome";"На главную";"Al inicio"
"public.marketplace.tryChangeFilters";"Попробуйте изменить фильтры или поисковый запрос";"Prueba cambiar filtros o la búsqueda"
"public.marketplace.viewAllServices";"Посмотреть все услуги";"Ver todos los servicios"
"public.marketplace.workingSchedule";"Расписание работы";"Horario de atención"
"public.orders.title";"Заказы";"Pedidos"
"public.profile.advertisement";"Объявление";"Anuncio"
"public.profile.allBookings";"Все бронирования";"Todas las reservas"
"public.profile.apply";"Применить";"Aplicar"
"public.profile.baseServicePrice";"Базовая стоимость услуги";"Precio base del servicio"
"public.profile.bonus";"Бонус";"Bono"
"public.profile.bookings";"Бронирования";"Reservas"
"public.profile.bookingsShort";"Брони";"Reservas"
"public.profile.business";"Бизнес";"Negocio"
"public.profile.cashback";"кэшбэк";"cashback"
"public.profile.codeCopied";"Код скопирован!";"Código copiado"
"public.profile.copyCode";"Скопировать код";"Copiar código"
"public.profile.discount";"Скидка";"Descuento"
"public.profile.discountDetailLoyalty";"Лояльность ({tier})";"Lealtad ({tier})"
"public.profile.discountDetailPromo";"Промокод ({code})";"Promo ({code})"
"public.profile.discounts";"Скидки";"Descuentos"
"public.profile.discountsAndBonuses";"Скидки и лояльность";"Descuentos y lealtad"
"public.profile.favoriteAdvertisements";"Избранные объявления";"Anuncios favoritos"
"public.profile.favoriteBusinesses";"Избранные бизнесы";"Negocios favoritos"
"public.profile.favoriteServices";"Избранные услуги";"Servicios favoritos"
"public.profile.favorites";"Избранное";"Favoritos"
"public.profile.findServices";"Найти услуги";"Buscar servicios"
"public.profile.get";"Получить";"Obtener"
"public.profile.leaveReview";"Оставить отзыв";"Dejar reseña"
"public.profile.master";"Мастер";"Especialista"
"public.profile.myDiscountsAndBonuses";"Мои скидки и бонусы";"Mis descuentos y bonos"
"public.profile.myReviews";"Мои отзывы";"Mis reseñas"
"public.profile.noBookings";"Нет предстоящих бронирований";"No hay citas próximas"
"public.profile.noBookingsDescription";"Запишитесь на услугу, чтобы увидеть её здесь";"Reserva un servicio para verlo aquí"
"public.profile.noDiscountsAndBonuses";"Пока нет прогресса лояльности — забронируйте услугу, чтобы видеть уровни у бизнесов. Промо и бонусы платформы появятся здесь, когда будут доступны.";"Aún no hay progreso de lealtad: reserva con un negocio para desbloquear niveles. Promos y bonos de la plataforma aparecerán aquí cuando estén disponibles."
"public.profile.noDiscountsOrBonuses";"У вас пока нет скидок или бонусов";"Aún no tienes descuentos ni bonos"
"public.profile.noFavorites";"Нет избранных";"Sin favoritos"
"public.profile.noFavoritesDescription";"Описание для пустого избранного";"Aquí verás tus servicios y negocios favoritos"
"public.profile.noReviews";"Вы еще не оставили ни одного отзыва";"Aún no has dejado reseñas"
"public.profile.notificationSettings";"Настройки уведомлений";"Configuración de notificaciones"
"public.profile.notificationSettingsDescription";"Выберите способы получения уведомлений. Все уведомления доступны в навбаре.";"Elige cómo recibir notificaciones. Todas están disponibles en la barra superior."
"public.profile.notifications.browser";"Получайте уведомления прямо в браузере";"Recibe notificaciones directamente en el navegador"
"public.profile.notifications.email";"Уведомления на почту";"Notificaciones por correo"
"public.profile.notifications.emailDescription";"Получайте уведомления на вашу электронную почту";"Recibe notificaciones en tu correo"
"public.profile.notifications.push";"Уведомления в браузере";"Notificaciones del navegador"
"public.profile.notifications.sms";"Уведомления по SMS";"Notificaciones por SMS"
"public.profile.notifications.smsDescription";"Получайте уведомления в виде SMS сообщений";"Recibe notificaciones por mensaje de texto"
"public.profile.notifications.telegram";"Уведомления в Telegram";"Notificaciones por Telegram"
"public.profile.notifications.telegramDescription";"Получайте уведомления в Telegram боте";"Recibe notificaciones en el bot de Telegram"
"public.profile.notificationsTab";"Уведомления";"Notificaciones"
"public.profile.pendingReviews";"Ожидающие отзывы";"Reseñas pendientes"
"public.profile.platformOffersDescription";"Специальные предложения маркетплейса (если подключены).";"Ofertas especiales del marketplace (si aplica)."
"public.profile.platformOffersTitle";"Акции и бонусы платформы";"Promos y bonos de la plataforma"
"public.profile.points";"баллов";"puntos"
"public.profile.removeFromFavorites";"Удалить из избранного";"Quitar de favoritos"
"public.profile.removeFromFavoritesError";"Ошибка при удалении из избранного";"Error al quitar de favoritos"
"public.profile.removedFromFavorites";"Удалено из избранного";"Quitado de favoritos"
"public.profile.reviewAdded";"Отзыв добавлен";"Reseña publicada"
"public.profile.reviewError";"Ошибка при создании отзыва";"Error al crear la reseña"
"public.profile.reviews";"Отзывы";"Reseñas"
"public.profile.service";"Услуга";"Servicio"
"public.profile.setLocation";"Укажите город и штат в настройках профиля";"Configura tu ciudad y estado en la configuración del perfil"
"public.profile.settings";"Настройки";"Configuración"
"public.profile.subtotalBeforeDiscount";"Промежуточная сумма (до скидки)";"Subtotal (antes del descuento)"
"public.profile.title";"Профиль";"Perfil"
"public.profile.total";"Итого";"Total"
"public.profile.user";"Пользователь";"Usuario"
"public.review.alreadySubmitted.description";"Спасибо! Вы уже оставили отзыв на это бронирование.";"Gracias. Ya dejaste una reseña para esta reserva."
"public.review.alreadySubmitted.title";"Отзыв уже оставлен";"Reseña ya enviada"
"public.review.bookingInfo.at";"в";"a las"
"public.review.bookingInfo.business";"Бизнес:";"Negocio:"
"public.review.bookingInfo.date";"Дата:";"Fecha:"
"public.review.bookingInfo.service";"Услуга:";"Servicio:"
"public.review.bookingInfo.title";"Информация о бронировании";"Información de la reserva"
"public.review.form.clientName";"Ваше имя (опционально)";"Tu nombre (opcional)"
"public.review.form.clientNamePlaceholder";"Как к вам обращаться?";"¿Cómo te llamamos?"
"public.review.form.comment";"Ваш отзыв";"Tu reseña"
"public.review.form.commentHint";"Минимум 10 символов. Осталось:";"Mínimo 10 caracteres. Restantes:"
"public.review.form.commentPlaceholder";"Расскажите о вашем опыте...";"Cuéntanos tu experiencia..."
"public.review.form.rating";"Оценка";"Calificación"
"public.review.form.submit";"Отправить отзыв";"Enviar reseña"
"public.review.invalidLink.description";"Ссылка на отзыв недействительна или истекла.";"El enlace de reseña no es válido o expiró."
"public.review.invalidLink.title";"Ссылка недействительна";"Enlace no válido"
"public.review.loading";"Загрузка...";"Cargando..."
"public.review.notifications.commentMinLength";"Комментарий должен содержать минимум 10 символов";"El comentario debe tener al menos 10 caracteres"
"public.review.notifications.createError";"Не удалось создать отзыв";"No se pudo crear la reseña"
"public.review.notifications.error";"Ошибка";"Error"
"public.review.notifications.invalidLink";"Ссылка на отзыв недействительна";"El enlace de reseña no es válido"
"public.review.notifications.loadError";"Не удалось загрузить информацию о бронировании. Проверьте правильность ссылки.";"No se pudo cargar la información de la reserva. Revisa el enlace."
"public.review.notifications.ratingRequired";"Пожалуйста, выберите рейтинг";"Selecciona una calificación"
"public.review.notifications.submitError";"Не удалось отправить отзыв";"No se pudo enviar la reseña"
"public.review.notifications.success";"Успешно";"Listo"
"public.review.notifications.thankYou";"Спасибо за ваш отзыв!";"¡Gracias por tu reseña!"
"public.review.title";"Оставить отзыв";"Dejar reseña"
"public.services.allCities";"Все города";"Todas las ciudades"
"public.services.allServices";"Все услуги";"Todos los servicios"
"public.services.allStates";"Все штаты";"Todos los estados"
"public.services.any";"Любой";"Cualquiera"
"public.services.anyBudget";"Любой бюджет";"Cualquier presupuesto"
"public.services.budget";"Бюджет";"Presupuesto"
"public.services.categories.accounting";"Бухгалтерия";"Contabilidad"
"public.services.categories.auto-service";"Автосервис";"Taller automotriz"
"public.services.categories.automotive";"Авто";"Automotriz"
"public.services.categories.barbershop";"Барбершоп";"Barbería"
"public.services.categories.beauty";"Красота";"Belleza"
"public.services.categories.catering";"Кейтеринг";"Catering"
"public.services.categories.childcare";"Уход за детьми";"Cuidado infantil"
"public.services.categories.cleaning";"Клининг";"Limpieza"
"public.services.categories.cosmetology";"Косметология";"Cosmetología"
"public.services.categories.delivery";"Доставка";"Delivery"
"public.services.categories.dry-cleaning";"Химчистка";"Tintorería"
"public.services.categories.education";"Образование";"Educación"
"public.services.categories.elder-care";"Уход за пожилыми";"Cuidado de adultos mayores"
"public.services.categories.eldercare";"Уход за пожилыми";"Cuidado de adultos mayores"
"public.services.categories.electrical";"Электрика";"Electricidad"
"public.services.categories.entertainment";"Развлечения";"Entretenimiento"
"public.services.categories.event-planning";"Планирование мероприятий";"Planeación de eventos"
"public.services.categories.event-services";"Организация мероприятий";"Eventos"
"public.services.categories.financial";"Финансовые услуги";"Servicios financieros"
"public.services.categories.fitness";"Фитнес";"Fitness"
